token,word,pos,contfunc,tobiaccent,tobiboundary,accented,boundary,prenuclear,nuclear,accenttype,filename,wordmin,wordmax,stressmin,stressmax,svmin,svmax,sv,phonwordmin,phonwordmax,phonword,durword,durstress,dursv,durphonword,word.phonerate,word.syllrate,stress.phonerate,stress.syllrate,phonword.phonerate,phonword.syllrate,int.sv,f0.word.max,f0.word.min,f0.word.range,f0.stress.max,f0.stress.min,f0.stress.range,f0.sv.max,f0.sv.min,f0.sv.range,log.f0.word.max,log.f0.stress.max,log.f0.sv.max,log.f0.word.max.norm,log.f0.stress.max.norm,log.f0.sv.max.norm,int.sv.norm,word.phonerate.norm,word.syllrate.norm,stress.phonerate.norm,stress.syllrate.norm,phonerate.file.mean,phonerate.file.sd,syllrate.file.mean,syllrate.file.sd,word.phonerate.norm.file,word.syllrate.norm.file,stress.phonerate.norm.file,stress.syllrate.norm.file,phonword.phonerate.norm.file,phonword.syllrate.norm.file,log.wordfreq.google,log.wordfreq.switchboard,log.wordfreq.buckeye,ba.16,pa.16,bm.16,pm.16,bi.16,pi.16,ba.32,pa.32,bm.32,pm.32,bi.32,pi.32,t01.ba,t02.ba,t03.ba,t04.ba,t05.ba,t06.ba,t07.ba,t08.ba,t09.ba,t10.ba,t11.ba,t12.ba,t13.ba,t14.ba,t15.ba,t16.ba,t17.ba,t18.ba,t19.ba,t20.ba,t21.ba,t22.ba,t23.ba,t24.ba,t25.ba,t26.ba,t27.ba,t28.ba,t29.ba,t30.ba,t31.ba,t32.ba,t01.pa,t02.pa,t03.pa,t04.pa,t05.pa,t06.pa,t07.pa,t08.pa,t09.pa,t10.pa,t11.pa,t12.pa,t13.pa,t14.pa,t15.pa,t16.pa,t17.pa,t18.pa,t19.pa,t20.pa,t21.pa,t22.pa,t23.pa,t24.pa,t25.pa,t26.pa,t27.pa,t28.pa,t29.pa,t30.pa,t31.pa,t32.pa,t01.bm,t02.bm,t03.bm,t04.bm,t05.bm,t06.bm,t07.bm,t08.bm,t09.bm,t10.bm,t11.bm,t12.bm,t13.bm,t14.bm,t15.bm,t16.bm,t17.bm,t18.bm,t19.bm,t20.bm,t21.bm,t22.bm,t23.bm,t24.bm,t25.bm,t26.bm,t27.bm,t28.bm,t29.bm,t30.bm,t31.bm,t32.bm,t01.pm,t02.pm,t03.pm,t04.pm,t05.pm,t06.pm,t07.pm,t08.pm,t09.pm,t10.pm,t11.pm,t12.pm,t13.pm,t14.pm,t15.pm,t16.pm,t17.pm,t18.pm,t19.pm,t20.pm,t21.pm,t22.pm,t23.pm,t24.pm,t25.pm,t26.pm,t27.pm,t28.pm,t29.pm,t30.pm,t31.pm,t32.pm,t01.bi,t02.bi,t03.bi,t04.bi,t05.bi,t06.bi,t07.bi,t08.bi,t09.bi,t10.bi,t11.bi,t12.bi,t13.bi,t14.bi,t15.bi,t16.bi,t17.bi,t18.bi,t19.bi,t20.bi,t21.bi,t22.bi,t23.bi,t24.bi,t25.bi,t26.bi,t27.bi,t28.bi,t29.bi,t30.bi,t31.bi,t32.bi,t01.pi,t02.pi,t03.pi,t04.pi,t05.pi,t06.pi,t07.pi,t08.pi,t09.pi,t10.pi,t11.pi,t12.pi,t13.pi,t14.pi,t15.pi,t16.pi,t17.pi,t18.pi,t19.pi,t20.pi,t21.pi,t22.pi,t23.pi,t24.pi,t25.pi,t26.pi,t27.pi,t28.pi,t29.pi,t30.pi,t31.pi,t32.pi,max.f0.sv.st,min.f0.sv.st,range.f0.sv.st,vel.f0.sv.st,mintime,maxtime,jump,max.f0.sv.st.norm
711,for,Preposition,Function,NA,NA,0,0,0,0,0,s25-1,18.3424045,18.4700645,18.3424045,18.4700645,18.3948585,18.4700645,uh,18.3424045,18.3424045,NA,0.12766,0.12766,0.052454,0,15.66661444,7.833307222,15.66661444,7.833307222,0,0,69.96334939,211.4404573,201.7802315,9.66022586,211.4404573,201.7802315,9.66022586,211.4404573,201.7802315,9.66022586,5.353943433,5.353943433,5.353943433,0.613852582,0.615333998,0.526187922,1.009071137,0.076886899,0.192088565,0.118969311,0.229624376,13.14089,3.37969,5.51883,1.801505,0.747324294,1.284746488,0.747324294,1.284746488,-3.888193888,-3.063455278,-5.253937,-5.060168,-5.111502,0,0.125,0,0.125,0,0.1875,0,0.125,0,0.125,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92.48772884,91.68853354,-0.7991953012,-13.77922933,18.46909375,18.41109375,none,0.6840158252
712,the,Determiner,Function,NA,NA,0,0,0,0,0,s25-1,18.4700645,18.5426225,18.4700645,18.5426225,18.4923745,18.5426225,iy,18.4700645,18.4700645,NA,0.072558,0.072558,0.02231,0,27.56415557,13.78207779,27.56415557,13.78207779,0,0,68.79536026,203.7504801,187.997784,15.75269604,203.7504801,187.997784,15.75269604,203.7504801,187.997784,15.75269604,5.316896108,5.316896108,5.316896108,0.295687296,0.295687296,0.4419509,0.717131456,1.638652203,1.579567095,1.638652203,1.579567095,13.14089,3.37969,5.51883,1.801505,4.267629745,4.586858091,4.267629745,4.586858091,-3.888193888,-3.063455278,-3.967024,-3.483427,-3.504912,0,0.125,0,0.0625,0,0.1875,0,0.125,0,0.03125,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91.9848137,91.6995468,-0.2852669021,-6.339264491,18.54209375,18.49709375,none,0.3383384156
713,kids,Noun,Content,H+!H*,H-L%,1,1,0,1,2,s25-1,18.5426225,19.1023745,18.5426225,19.1023745,18.7023745,18.9350755,ih,18.5426225,19.5764525,kids and and,0.559752,0.559752,0.159752,1.03383,7.14602181,1.786505452,7.14602181,1.786505452,7.738216148,2.901831055,67.35038273,223.8479529,176.9484681,46.8994848,223.8479529,176.9484681,46.8994848,223.0462651,185.8994879,37.1467772,5.41096704,5.41096704,5.407379217,1.167247744,1.167247744,1.143906284,0.533265871,-0.739227629,-0.983834103,-0.739227629,-0.983834103,13.14089,3.37969,5.51883,1.801505,-1.773792327,-2.071781398,-1.773792327,-2.071781398,-1.598570831,-1.452673706,-10.225826,-6.881476,-6.320226,0.5,0.9375,0.1875,0.8125,0.125,0.5,0.40625,0.875,0.21875,0.8125,0.125,0.5,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,93.05003016,90.43738916,-2.612641,-11.3101342,18.93409375,18.70309375,none,1.029144911
714,and,Conjunction,Function,NA,NA,0,0,0,0,0,s25-1,19.1023745,19.3623745,19.1023745,19.3623745,19.1023745,19.1681125,ah,19.1023745,19.1023745,NA,0.26,0.26,0.065738,0,7.692307692,3.846153846,7.692307692,3.846153846,0,0,56.97334464,177.5469262,161.5873829,15.95954337,177.5469262,161.5873829,15.95954337,177.5469262,163.3860996,14.16082666,5.179234947,5.179234947,5.179234947,-0.717497981,-0.717497981,-0.69622075,-0.627183319,-0.721885214,-0.587869706,-0.669595668,-0.537647319,13.14089,3.37969,5.51883,1.801505,-1.61215446,-0.928488211,-1.61215446,-0.928488211,-3.888193888,-3.063455278,-4.404798,-3.341418,-3.266674,0.4375,0,0.1875,0,0.5625,0,0.53125,0,0.28125,0,0.5625,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.65648791,88.33143038,-1.325057527,-21.37189559,19.16609375,19.10409375,none,-0.6627078741
715,and,Conjunction,Function,NA,NA,0,0,0,0,0,s25-1,19.3623745,19.5764525,19.3623745,19.5764525,19.3623745,19.5282575,ih,19.3623745,19.3623745,NA,0.214078,0.214078,0.165883,0,9.342389223,4.671194611,9.342389223,4.671194611,0,0,54.06819758,176.6501183,169.8884124,6.76170584,176.6501183,169.8884124,6.76170584,175.3749798,170.5467245,4.828255312,5.174171043,5.174171043,5.166926423,-0.501882764,-0.501882764,-0.445303515,-0.910591581,-0.220486713,0.094247201,-0.112941566,0.266554307,13.14089,3.37969,5.51883,1.801505,-1.123919879,-0.470515146,-1.123919879,-0.470515146,-3.888193888,-3.063455278,-4.404798,-3.341418,-3.266674,0.0625,0,0.0625,0,0,0.0625,0.0625,0,0.03125,0,0.0625,0.03125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.31615292,89.16268881,-0.153464112,-1.9183014,19.52809375,19.44809375,none,-0.4629851243
716,everybody,Pronoun,Function,H*,NA,1,0,1,0,1,s25-1,19.5764525,20.0033365,19.5764525,19.7067445,19.5764525,19.6754965,eh,19.5764525,20.446125,everybody around,0.426884,0.130292,0.099044,0.8696725,18.74045408,9.370227041,15.35013662,7.675068308,13.79829764,5.749290681,58.28421555,179.9296089,156.8669201,23.06268884,179.9296089,160.6957806,19.23382833,179.9296089,166.1240498,13.8055591,5.192565713,5.192565713,5.192565713,1.439457391,1.439457391,0.959503109,0.992918057,1.484993036,1.417298267,1.466466929,1.346747573,13.14089,3.37969,5.51883,1.801505,1.656827721,2.137877519,0.653683212,1.196909422,0.194517141,0.127926751,-11.553674,-8.019657,-7.690772,0,0.3125,0,0.5,0,0.4375,0,0.1875,0,0.46875,0,0.40625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,89.77438496,88.47923533,-1.295149632,-23.127672,19.67509375,19.61909375,none,0.8605029179
717,around,Adverb,Content,!H*,H-L%,1,1,0,1,2,s25-1,20.0033365,20.446125,20.0033365,20.446125,20.0033365,20.0356435,ih,20.0033365,20.0033365,NA,0.4427885,0.4427885,0.032307,0,9.033658282,2.25841457,9.033658282,2.25841457,0,0,56.78165945,176.5955725,162.279773,14.31579947,176.5955725,162.279773,14.31579947,169.4035344,166.528736,2.874798403,5.173862217,5.173862217,5.132283646,-0.591707331,-0.591707331,-1.045903994,0.188897509,-0.605102905,-0.877850328,-0.620155935,-0.961718068,13.14089,3.37969,5.51883,1.801505,-1.215268773,-1.809828687,-1.215268773,-1.809828687,-3.888193888,-3.063455278,-8.755793,-7.04774,-7.096065,0,0.0625,0.0625,0,0.0625,0,0.03125,0.0625,0.0625,0.125,0.09375,0.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,88.71523006,88.62926941,-0.08596065059,-3.306178869,20.03509375,20.00909375,none,-1.041760584
718,i,Pronoun,Function,H*,NA,1,0,1,0,1,s26-1,0.0781875,0.1993915,0.0781875,0.1993915,0.0781875,0.1993915,ay,0.0781875,0.1993915,i,0.121204,0.121204,0.121204,0.121204,8.250552787,8.250552787,8.250552787,8.250552787,8.250552787,8.250552787,68.6756108,253.665053,204.9636559,48.70139704,253.665053,204.9636559,48.70139704,253.665053,204.9636559,48.70139704,5.536014708,5.536014708,5.536014708,0.135471416,0.135471416,0.135471416,-0.296232764,-0.979472679,0.758075111,-0.979472679,0.758075111,11.05929,3.232602,4.998988,1.567392,-0.86887814,2.074506433,-0.86887814,2.074506433,-0.86887814,2.074506433,-8.006545,-3.246163,-3.627101,0,0.3125,0,0.0625,0,0,0,0.21875,0,0.0625,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,95.80958313,92.08919822,3.720384911,36.47436187,0.0834375,0.1854375,none,0.2018307542
719,think,Verb,Content,NA,NA,0,0,0,0,0,s26-1,0.1993915,0.4714695,0.1993915,0.4714695,0.2642185,0.3398505,ih,0.1993915,0.7278275,think that their,0.272078,0.272078,0.064827,0.528436,14.70166643,3.675416608,14.70166643,3.675416608,18.9237675,5.677130249,71.21188317,299.8764011,196.3943831,103.4820181,299.8764011,196.3943831,103.4820181,299.8764011,238.3020648,61.57433631,5.703370393,5.703370393,5.703370393,1.208598818,1.208598818,1.207892828,1.287968722,-0.370254903,-1.466720623,-0.370254903,-1.466720623,11.05929,3.232602,4.998988,1.567392,1.126763033,-0.844441844,1.126763033,-0.844441844,2.432862906,0.432656444,-8.523582,-5.070614,-4.883631,0.3125,0.4375,0.0625,0.1875,0,0.0625,0.25,0.46875,0.09375,0.15625,0,0.03125,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.1349737,94.7865232,-3.34845051,-49.97687328,0.3394375,0.2724375,none,1.159157092
720,that,Complementizer,Function,NA,NA,0,0,0,0,0,s26-1,0.4714695,0.6079955,0.4714695,0.6079955,0.5281875,0.5755855,ih,0.4714695,0.4714695,NA,0.136526,0.136526,0.056718,0,21.97383649,7.324612162,21.97383649,7.324612162,0,0,67.7369078,196.8714194,181.6610832,15.2103363,196.8714194,181.6610832,15.2103363,196.8714194,185.5003228,11.37109662,5.282550822,5.282550822,5.282550822,-0.642507473,-0.360737867,-0.346994216,-0.025221877,0.797781515,0.345896905,0.801111093,0.312236765,11.05929,3.232602,4.998988,1.567392,3.376396626,1.483754008,3.376396626,1.483754008,-3.421172789,-3.189366795,-5.755304,-3.83371,-3.852664,0,0.0625,0,0,0,0,0.03125,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.41924224,90.77436776,-0.6448744771,-14.99708086,0.5754375,0.5324375,none,-0.3346711522
721,their,Determiner,Function,NA,NA,0,0,0,0,0,s26-1,0.6079955,0.7278275,0.6079955,0.7278275,0.6482705,0.6993425,eh,0.6079955,0.6079955,NA,0.119832,0.119832,0.040275,0,25.03504907,8.345016356,25.03504907,8.345016356,0,0,69.59571089,190.8711062,163.6061921,27.26491408,190.8711062,163.6061921,27.26491408,190.6067909,175.7195444,14.88724652,5.251598363,5.251598363,5.25021262,-0.274453733,-0.096619441,-0.092395871,0.717334699,1.202624239,0.573051206,1.192635075,0.551161286,11.05929,3.232602,4.998988,1.567392,4.323377598,2.134774425,4.323377598,2.134774425,-3.421172789,-3.189366795,-7.214324,-6.424093,-5.920066,0,0.125,0,0.0625,0,0,0,0.0625,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.72006381,89.49254184,-1.227521961,-24.55043921,0.6984375,0.6484375,none,-0.1054699357
722,personalities,Noun,Content,L*,NA,1,0,0,1,2,s26-1,0.7278275,1.6236175,1.1010745,1.2680505,1.1344705,1.2680505,ae,0.7278275,1.7247875,personalities are,0.89579,0.166976,0.033396,0.99696,12.27966376,5.581665346,11.97776926,5.98888463,13.03964051,6.018295619,61.91164991,196.6388355,145.6514365,50.98739895,161.3132075,145.6514365,15.66177096,159.6937617,145.6514365,14.04232518,5.281368724,5.083347863,5.073257992,0.799165929,-0.442605305,-0.472311229,-0.449412675,-1.245925367,-1.130026941,-1.359342046,-1.34071402,11.05929,3.232602,4.998988,1.567392,0.377520573,0.371749598,0.284130017,0.631556516,0.612618104,0.6503208,-13.070098,-12.111916,-10.46336,0,0.625,0,0.6875,0,0.5625,0.03125,0.65625,0.03125,0.78125,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,87.89979425,86.29015625,-1.609638002,-17.12380853,1.2294375,1.1354375,none,-0.4420293913
723,are,Verb2,Content,NA,NA,0,0,0,0,0,s26-1,1.6236175,1.7247875,1.6236175,1.7247875,1.6236175,1.6845165,ah,1.6236175,1.6236175,NA,0.10117,0.10117,0.060899,0,19.76870614,9.884353069,19.76870614,9.884353069,0,0,60.27192098,157.8699598,148.6320161,9.237943623,157.8699598,148.6320161,9.237943623,157.8699598,152.9961126,4.873847216,5.061771655,5.061771655,5.061771655,-0.813668098,-0.512486303,-0.369348652,-0.639348307,0.553507001,1.428235519,0.525762607,1.298430881,11.05929,3.232602,4.998988,1.567392,2.694243256,3.116875082,2.694243256,3.116875082,-3.421172789,-3.189366795,-6.094708,-5.420608,-5.61133,0,0,0.0625,0,0,0.0625,0,0,0.0625,0.03125,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.66029811,87.1269647,-0.5333334101,-12.40310256,1.6674375,1.6244375,none,-0.1797098576
724,different,Adjective,Content,NA,NA,0,0,0,0,0,s26-1,1.7247875,2.1981875,1.7247875,1.8505125,1.7905965,1.8505125,ih,1.7247875,2.1981875,different,0.4734,0.125725,0.065809,0.4734,14.78664977,6.337135615,15.90773514,7.953867568,14.78664977,6.337135615,60.03966423,152.5568012,126.0153654,26.5414358,149.5457199,144.732243,4.813476959,147.8278984,144.732243,3.095655375,5.027536993,5.007602165,4.996048748,-0.984574147,-1.43844174,-1.617023195,-0.941456702,0.4199512,0.155850295,0.579266091,0.57926609,11.05929,3.232602,4.998988,1.567392,1.153052485,0.853741511,1.499858361,1.885220524,1.153052485,0.853741511,-8.710771,-7.171167,-6.799799,0,0.3125,0,0.6875,0,0.375,0.0625,0.21875,0.0625,0.53125,0.09375,0.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,86.48757226,86.14878185,0.3387904111,8.686933618,1.8114375,1.8504375,none,-1.300979492
